read_acc,fragment_id,start,stop,edit_distance
sim_rand_6, 16nt_2, 689, 707, 9
sim_rand_6, 14nt_1, 711, 726, 10
sim_rand_6, 16nt_1, 726, 747, 8
sim_rand_6, 16nt_1, 758, 777, 9
sim_rand_6, trimer_1, 779, 807, 10
sim_rand_6, 16nt_1, 808, 833, 10
sim_rand_6, trimer_2, 845, 875, 12
sim_rand_6, 5mer_5, 879, 904, 11
sim_rand_6, 14nt_1, 916, 934, 7
sim_rand_6, 16nt_1, 934, 955, 11
sim_rand_6, 14nt_2, 958, 979, 7
sim_rand_6, 16nt_1, 979, 999, 6
sim_rand_7, 18nt_1, 0, 27, 10
sim_rand_7, 5mer_3, 37, 66, 12
sim_rand_7, 14nt_1, 66, 82, 10
sim_rand_7, 16nt_1, 82, 105, 8
sim_rand_7, trimer_3, 106, 136, 11
sim_rand_7, 14nt_1, 139, 154, 6
sim_rand_7, 18nt_2, 164, 186, 10
sim_rand_7, 16nt_1, 197, 219, 9
sim_rand_7, 5mer_4, 230, 259, 11
sim_rand_7, 5mer_2, 262, 291, 11
sim_rand_7, 14nt_2, 291, 308, 9
sim_rand_7, 20nt_2, 308, 337, 12
sim_rand_7, 18nt_2, 351, 374, 8
sim_rand_7, 16nt_2, 377, 397, 8
sim_rand_7, 16nt_1, 401, 424, 8
sim_rand_7, 16nt_1, 426, 445, 10
sim_rand_7, 14nt_2, 446, 464, 6
sim_rand_7, 18nt_2, 464, 484, 10
sim_rand_7, 5mer_2, 489, 520, 12
sim_rand_7, 16nt_1, 520, 542, 8
sim_rand_7, 4mer_3, 542, 570, 13
sim_rand_7, 14nt_1, 574, 597, 7
sim_rand_7, 14nt_1, 605, 624, 8
sim_rand_7, 16nt_1, 628, 652, 10
sim_rand_7, 16nt_2, 654, 673, 6
sim_rand_7, 5mer_3, 682, 710, 9
sim_rand_7, 4mer_2, 714, 740, 14
sim_rand_7, 14nt_1, 740, 761, 7
sim_rand_7, 14nt_2, 765, 785, 8
sim_rand_7, 5mer_3, 787, 815, 10
sim_rand_7, 16nt_2, 819, 836, 8
sim_rand_7, 16nt_1, 839, 861, 8
sim_rand_7, 4mer_2, 874, 904, 9
sim_rand_7, 16nt_1, 906, 923, 8
sim_rand_7, 4mer_3, 924, 956, 11
sim_rand_7, 14nt_1, 956, 968, 8
sim_rand_7, 14nt_2, 974, 993, 8
sim_rand_8, 16nt_2, 12, 33, 8
sim_rand_8, 5mer_5, 47, 79, 13
sim_rand_8, 16nt_1, 79, 97, 7
sim_rand_8, 14nt_2, 97, 112, 9
sim_rand_8, 14nt_1, 113, 131, 6
sim_rand_8, 14nt_2, 131, 151, 8
sim_rand_8, trimer_1, 169, 198, 13
sim_rand_8, 5mer_1, 201, 232, 11
sim_rand_8, 14nt_2, 236, 251, 9
sim_rand_8, 16nt_1, 251, 271, 9
sim_rand_8, 18nt_2, 273, 297, 8
sim_rand_8, 14nt_1, 309, 330, 8
sim_rand_8, 14nt_2, 330, 348, 8
sim_rand_8, 18nt_2, 356, 382, 10
sim_rand_8, 14nt_2, 388, 404, 7
sim_rand_8, 14nt_2, 411, 430, 7
sim_rand_8, 4mer_3, 440, 472, 11
sim_rand_8, 14nt_1, 472, 489, 10
sim_rand_8, 14nt_2, 494, 512, 7
sim_rand_8, 16nt_2, 512, 528, 10
sim_rand_8, 16nt_1, 528, 547, 7
sim_rand_8, trimer_1, 554, 585, 11
sim_rand_8, 4mer_4, 588, 617, 12
sim_rand_8, 18nt_1, 617, 643, 9
sim_rand_8, 14nt_1, 654, 673, 8
sim_rand_8, 14nt_1, 674, 696, 8
sim_rand_8, 14nt_1, 696, 713, 6
sim_rand_8, 14nt_2, 715, 733, 7
sim_rand_8, 14nt_2, 733, 753, 9
sim_rand_8, 14nt_2, 766, 785, 5
sim_rand_8, 14nt_2, 785, 797, 8
sim_rand_8, 16nt_2, 798, 817, 7
sim_rand_8, 18nt_1, 817, 838, 10
sim_rand_8, 14nt_2, 840, 855, 9
sim_rand_8, 20nt_1, 856, 884, 10
sim_rand_8, 16nt_1, 887, 908, 10
sim_rand_8, 14nt_1, 908, 928, 7
sim_rand_8, 14nt_1, 930, 947, 7
sim_rand_8, 5mer_1, 954, 986, 12
sim_rand_8, 14nt_1, 986, 1000, 9
sim_rand_9, 16nt_2, 0, 16, 9
sim_rand_9, 14nt_1, 19, 40, 7
sim_rand_9, 4mer_2, 53, 83, 12
sim_rand_9, 20nt_2, 90, 112, 9
sim_rand_9, 16nt_2, 114, 133, 6
sim_rand_9, 16nt_1, 146, 167, 7
sim_rand_9, 5mer_3, 178, 207, 11
sim_rand_9, 4mer_1, 208, 237, 12
sim_rand_9, 5mer_1, 244, 274, 10
sim_rand_9, 14nt_2, 274, 288, 8
sim_rand_9, 14nt_1, 289, 307, 5
sim_rand_9, 5mer_4, 307, 337, 12
sim_rand_9, 20nt_2, 342, 363, 8
sim_rand_9, 14nt_2, 364, 382, 9
sim_rand_9, 16nt_1, 382, 402, 7
sim_rand_9, 18nt_1, 403, 425, 10
sim_rand_9, 16nt_2, 426, 448, 8
sim_rand_9, 14nt_1, 448, 463, 9
sim_rand_9, 14nt_2, 468, 487, 6
sim_rand_9, 18nt_1, 489, 513, 9
sim_rand_9, 16nt_2, 513, 534, 9
sim_rand_9, 14nt_1, 544, 563, 7
sim_rand_9, 4mer_3, 566, 600, 12
sim_rand_9, 14nt_1, 613, 631, 9
sim_rand_9, 16nt_2, 632, 652, 7
sim_rand_9, 18nt_2, 656, 683, 9
sim_rand_9, 14nt_2, 688, 703, 6
sim_rand_9, 14nt_1, 703, 720, 8
sim_rand_9, 18nt_1, 722, 745, 9
sim_rand_9, 5mer_1, 753, 786, 11
sim_rand_9, trimer_3, 796, 830, 13
sim_rand_9, 5mer_5, 836, 866, 11
sim_rand_9, 18nt_2, 872, 896, 10
sim_rand_9, 4mer_3, 905, 937, 12
sim_rand_9, 14nt_2, 937, 954, 7
sim_rand_9, 5mer_5, 968, 992, 10
sim_rand_10, 18nt_2, 10, 31, 6
sim_rand_10, 14nt_2, 38, 58, 7
sim_rand_10, 14nt_1, 58, 72, 7
sim_rand_10, 14nt_2, 78, 93, 5
sim_rand_10, 14nt_1, 94, 113, 9
sim_rand_10, Dummy loop, 118, 161, 18
sim_rand_10, 16nt_2, 161, 178, 10
sim_rand_10, trimer_3, 180, 210, 12
sim_rand_10, 16nt_1, 218, 240, 9
sim_rand_10, 14nt_1, 246, 263, 5
sim_rand_10, 14nt_1, 277, 299, 9
sim_rand_10, 4mer_1, 306, 337, 12
sim_rand_10, 18nt_2, 337, 363, 10
sim_rand_10, 4mer_1, 372, 401, 10
sim_rand_10, 16nt_2, 418, 435, 7
sim_rand_10, trimer_1, 435, 468, 13
sim_rand_10, 5mer_3, 478, 513, 13
sim_rand_10, 16nt_1, 517, 537, 9
sim_rand_10, 18nt_2, 540, 562, 7
sim_rand_10, trimer_1, 562, 593, 13
sim_rand_10, 4mer_2, 601, 631, 11
sim_rand_10, 14nt_1, 634, 658, 9
sim_rand_10, 20nt_2, 671, 694, 8
sim_rand_10, 14nt_1, 694, 707, 7
sim_rand_10, 14nt_2, 707, 724, 6
sim_rand_10, 14nt_1, 735, 752, 6
sim_rand_10, 16nt_2, 753, 776, 7
sim_rand_10, 14nt_2, 781, 796, 6
sim_rand_10, 14nt_2, 796, 813, 7
sim_rand_10, 14nt_2, 819, 834, 5
sim_rand_10, 16nt_2, 834, 849, 7
sim_rand_10, 18nt_2, 849, 874, 9
sim_rand_10, 5mer_4, 878, 908, 12
sim_rand_10, 14nt_2, 911, 927, 9
sim_rand_10, 4mer_2, 927, 961, 12
sim_rand_10, 5mer_2, 971, 999, 12
sim_rand_11, 14nt_2, 5, 23, 6
sim_rand_11, 4mer_1, 31, 61, 13
sim_rand_11, 18nt_2, 61, 89, 8
sim_rand_11, 4mer_2, 91, 125, 13
sim_rand_11, 4mer_3, 126, 159, 14
sim_rand_11, 4mer_4, 160, 192, 12
sim_rand_11, 5mer_4, 193, 225, 13
sim_rand_11, 14nt_2, 226, 241, 9
sim_rand_11, 16nt_2, 241, 263, 8
sim_rand_11, 14nt_2, 263, 279, 7
sim_rand_11, 14nt_1, 282, 299, 6
sim_rand_11, 14nt_1, 311, 324, 6
sim_rand_11, 5mer_4, 325, 356, 12
sim_rand_11, 14nt_1, 360, 379, 8
sim_rand_11, 5mer_3, 381, 411, 11
sim_rand_11, trimer_2, 423, 453, 10
sim_rand_11, 4mer_1, 461, 492, 13
sim_rand_11, 5mer_5, 492, 521, 14
sim_rand_11, 5mer_2, 521, 554, 13
sim_rand_11, 5mer_4, 558, 590, 12
sim_rand_11, 4mer_1, 601, 636, 14
sim_rand_11, 18nt_2, 641, 661, 10
sim_rand_11, 16nt_1, 662, 681, 7
sim_rand_11, trimer_3, 681, 713, 15
sim_rand_11, 14nt_1, 713, 731, 7
sim_rand_11, trimer_1, 732, 761, 12
sim_rand_11, 14nt_2, 761, 776, 10
sim_rand_11, 16nt_1, 776, 795, 6
sim_rand_11, 14nt_2, 796, 814, 7
sim_rand_11, 14nt_2, 821, 837, 8
sim_rand_11, 5mer_4, 843, 872, 10
sim_rand_11, 14nt_2, 872, 887, 10
sim_rand_11, 14nt_2, 887, 907, 6
sim_rand_11, 18nt_2, 912, 931, 9
sim_rand_11, 18nt_1, 931, 955, 9
sim_rand_11, trimer_2, 965, 998, 13
sim_rand_12, 14nt_1, 1, 16, 7
sim_rand_12, 5mer_3, 20, 49, 11
sim_rand_12, 18nt_1, 61, 84, 9
sim_rand_12, 14nt_2, 86, 101, 10
sim_rand_12, 5mer_5, 101, 134, 14
sim_rand_12, 18nt_2, 134, 158, 9
sim_rand_12, 4mer_4, 172, 206, 13
sim_rand_12, 18nt_2, 206, 224, 11
sim_rand_12, 4mer_3, 227, 255, 10
sim_rand_12, trimer_3, 261, 291, 12
sim_rand_12, 14nt_2, 306, 323, 6
sim_rand_12, 14nt_2, 323, 342, 9
sim_rand_12, trimer_3, 343, 373, 11
sim_rand_12, 16nt_2, 373, 390, 8
sim_rand_12, 5mer_5, 390, 428, 14
sim_rand_12, 5mer_2, 429, 455, 10
sim_rand_12, 14nt_2, 461, 478, 6
sim_rand_12, 4mer_1, 485, 516, 15
sim_rand_12, 14nt_2, 529, 547, 7
sim_rand_12, 18nt_1, 548, 567, 10
sim_rand_12, trimer_2, 567, 602, 13
sim_rand_12, 5mer_3, 607, 636, 11
sim_rand_12, 14nt_1, 639, 656, 7
sim_rand_12, 14nt_1, 665, 682, 8
sim_rand_12, 16nt_1, 682, 704, 7
sim_rand_12, 16nt_1, 710, 734, 9
sim_rand_12, 4mer_2, 744, 776, 12
sim_rand_12, 18nt_1, 777, 796, 10
sim_rand_12, 14nt_1, 803, 819, 6
sim_rand_12, 16nt_2, 819, 839, 8
sim_rand_12, 14nt_2, 847, 863, 6
sim_rand_12, 4mer_1, 864, 894, 11
sim_rand_12, 4mer_2, 894, 924, 13
sim_rand_12, 16nt_1, 931, 950, 7
sim_rand_12, 16nt_2, 951, 967, 6
sim_rand_12, 14nt_1, 967, 983, 6
sim_rand_12, 14nt_1, 985, 1000, 8
sim_rand_13, 5mer_5, 4, 32, 13
sim_rand_13, 14nt_2, 37, 51, 8
sim_rand_13, 4mer_1, 52, 83, 11
sim_rand_13, 14nt_1, 83, 97, 8
sim_rand_13, 16nt_1, 97, 118, 6
sim_rand_13, 14nt_1, 120, 137, 6
sim_rand_13, 5mer_5, 148, 175, 11
sim_rand_13, 14nt_1, 176, 195, 5
sim_rand_13, 16nt_1, 199, 222, 9
sim_rand_13, 16nt_2, 235, 256, 7
sim_rand_13, 4mer_4, 256, 285, 12
sim_rand_13, 14nt_1, 285, 300, 9
sim_rand_13, 14nt_1, 302, 320, 7
sim_rand_13, 14nt_1, 334, 353, 7
sim_rand_13, 14nt_2, 360, 373, 8
sim_rand_13, trimer_3, 373, 404, 10
sim_rand_13, 14nt_1, 406, 420, 9
sim_rand_13, 4mer_4, 422, 451, 13
sim_rand_13, 20nt_1, 451, 477, 9
sim_rand_13, 14nt_2, 486, 505, 8
sim_rand_13, 16nt_2, 506, 525, 11
sim_rand_13, 5mer_1, 525, 558, 11
sim_rand_13, 14nt_1, 565, 585, 9
sim_rand_13, trimer_3, 589, 621, 13
sim_rand_13, 20nt_2, 634, 660, 9
sim_rand_13, 4mer_1, 667, 699, 12
sim_rand_13, 18nt_2, 705, 725, 10
sim_rand_13, 14nt_2, 725, 742, 6
sim_rand_13, 14nt_1, 747, 762, 8
sim_rand_13, 5mer_3, 764, 791, 9
sim_rand_13, 4mer_2, 791, 822, 15
sim_rand_13, 5mer_3, 824, 856, 12
sim_rand_13, 14nt_1, 857, 873, 8
sim_rand_13, 14nt_1, 874, 891, 6
sim_rand_13, 14nt_1, 891, 907, 8
sim_rand_13, 4mer_2, 910, 935, 10
sim_rand_13, 14nt_1, 946, 963, 6
sim_rand_13, 14nt_2, 979, 997, 8
sim_rand_14, 16nt_1, 0, 22, 9
sim_rand_14, 5mer_4, 22, 50, 12
sim_rand_14, 14nt_1, 61, 79, 6
sim_rand_14, 20nt_1, 80, 107, 10
sim_rand_14, 16nt_1, 116, 134, 9
sim_rand_14, 18nt_1, 139, 164, 9
sim_rand_14, 14nt_1, 164, 180, 10
sim_rand_14, 16nt_2, 180, 202, 7
sim_rand_14, 16nt_1, 204, 221, 9
sim_rand_14, trimer_3, 225, 255, 11
sim_rand_14, 14nt_2, 263, 283, 9
sim_rand_14, 14nt_2, 284, 302, 10
sim_rand_14, 14nt_1, 303, 319, 6
sim_rand_14, 14nt_1, 319, 331, 7
sim_rand_14, 14nt_1, 336, 356, 7
sim_rand_14, 20nt_2, 357, 383, 10
sim_rand_14, 18nt_2, 397, 423, 9
sim_rand_14, 14nt_2, 424, 443, 7
sim_rand_14, 20nt_2, 443, 466, 12
sim_rand_14, 14nt_1, 469, 487, 7
sim_rand_14, 16nt_2, 488, 504, 8
sim_rand_14, 14nt_1, 507, 525, 7
sim_rand_14, 14nt_2, 532, 552, 8
sim_rand_14, 4mer_2, 555, 586, 10
sim_rand_14, 14nt_2, 586, 600, 8
sim_rand_14, 14nt_1, 602, 623, 6
sim_rand_14, 18nt_1, 626, 649, 10
sim_rand_14, 16nt_2, 650, 674, 8
sim_rand_14, 20nt_1, 678, 701, 11
sim_rand_14, 18nt_2, 701, 725, 9
sim_rand_14, 4mer_2, 730, 763, 13
sim_rand_14, 14nt_1, 772, 792, 7
sim_rand_14, trimer_3, 798, 830, 14
sim_rand_14, 4mer_4, 831, 865, 13
sim_rand_14, 14nt_2, 876, 892, 7
sim_rand_14, 14nt_2, 892, 909, 6
sim_rand_14, 14nt_1, 923, 943, 6
sim_rand_14, 14nt_1, 943, 959, 9
sim_rand_14, 14nt_2, 959, 980, 7
sim_rand_14, 16nt_2, 983, 1000, 10
sim_rand_15, 14nt_1, 3, 23, 7
sim_rand_15, 16nt_2, 33, 53, 7
sim_rand_15, 14nt_2, 55, 73, 8
sim_rand_15, 14nt_2, 90, 109, 7
sim_rand_15, 14nt_1, 109, 125, 9
sim_rand_15, trimer_2, 125, 158, 11
sim_rand_15, 14nt_2, 158, 173, 9
sim_rand_15, 4mer_4, 173, 205, 11
sim_rand_15, 20nt_2, 210, 233, 10
sim_rand_15, 20nt_1, 233, 258, 9
sim_rand_15, 4mer_1, 263, 297, 13
sim_rand_15, 18nt_2, 298, 320, 9
sim_rand_15, 5mer_4, 320, 350, 14
sim_rand_15, 14nt_1, 351, 369, 6
sim_rand_15, 4mer_3, 378, 414, 11
sim_rand_15, 18nt_1, 425, 449, 9
sim_rand_15, 5mer_1, 458, 488, 11
sim_rand_15, 16nt_2, 488, 508, 8
sim_rand_15, 16nt_2, 512, 533, 8
sim_rand_15, 16nt_2, 533, 553, 8
sim_rand_15, 16nt_2, 565, 586, 7
sim_rand_15, 4mer_1, 589, 621, 12
sim_rand_15, trimer_3, 625, 654, 13
sim_rand_15, 18nt_1, 654, 682, 9
sim_rand_15, 4mer_2, 684, 712, 9
sim_rand_15, 4mer_3, 725, 760, 14
sim_rand_15, 5mer_5, 761, 792, 12
sim_rand_15, 18nt_2, 793, 811, 9
sim_rand_15, 16nt_2, 811, 831, 7
sim_rand_15, 5mer_3, 831, 864, 14
sim_rand_15, 14nt_2, 864, 880, 7
sim_rand_15, 16nt_2, 880, 903, 8
sim_rand_15, 5mer_1, 903, 934, 13
sim_rand_15, 14nt_1, 934, 952, 9
sim_rand_15, 5mer_2, 952, 983, 12
sim_rand_15, 14nt_2, 983, 997, 7
sim_rand_16, 18nt_2, 6, 27, 9
sim_rand_16, 14nt_2, 27, 41, 9
sim_rand_16, 14nt_2, 41, 60, 8
sim_rand_16, 14nt_1, 64, 85, 7
sim_rand_16, 16nt_1, 85, 101, 11
sim_rand_16, 14nt_1, 101, 116, 5
sim_rand_16, 14nt_2, 116, 133, 8
sim_rand_16, 18nt_1, 141, 165, 8
sim_rand_16, 14nt_1, 175, 197, 7
sim_rand_16, 18nt_1, 197, 216, 9
sim_rand_16, 4mer_3, 217, 249, 14
sim_rand_16, 16nt_1, 251, 273, 9
sim_rand_16, 16nt_2, 276, 298, 11
sim_rand_16, 5mer_4, 308, 339, 12
sim_rand_16, 14nt_2, 341, 355, 9
sim_rand_16, 16nt_2, 355, 375, 7
sim_rand_16, 20nt_2, 375, 397, 13
sim_rand_16, trimer_1, 399, 430, 10
sim_rand_16, 14nt_2, 439, 457, 8
sim_rand_16, 14nt_1, 463, 477, 5
sim_rand_16, 14nt_1, 479, 496, 9
sim_rand_16, 5mer_3, 496, 527, 12
sim_rand_16, 14nt_2, 531, 544, 7
sim_rand_16, 5mer_2, 544, 577, 13
sim_rand_16, 16nt_2, 579, 601, 9
sim_rand_16, 14nt_2, 601, 613, 8
